ra,dec,mjd,plate,fiberID,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,class,z,w1mpro,w2mpro,w3mpro,w4mpro
348.57603,-0.91329962,57712,9213,860,23.14965,22.79296,21.84239,21.4186,20.49955,GALAXY,1.091909,16.632,16.394,12.694,9.121
348.51244,-0.7728816,57712,9213,815,23.37995,22.29819,21.6795,21.56052,21.46563,GALAXY,1.163241,16.68,15.77,12.661,8.872
348.29198,-0.97467831,57712,9213,738,23.71436,22.74506,22.63449,21.96316,22.02158,GALAXY,1.022986,17.224,15.992,12.004,9.003
347.89903,-0.85667378,57712,9213,658,23.83825,23.00669,22.26603,21.42741,21.29736,GALAXY,1.086298,16.063,15.907,12.311,9.094
347.32896,-0.50629198,57684,9214,926,22.681,23.91889,22.13733,21.63958,20.76033,GALAXY,1.082291,16.372,15.722,12.487,9.147
347.37664,-0.52342488,57712,9213,566,23.16391,22.66168,22.07924,21.68715,21.59489,GALAXY,1.13947,17.298,16.498,12.689,9.009
347.16147,-0.3826302,57712,9213,503,24.67078,22.58238,22.32024,21.89927,22.19994,GALAXY,1.338933,16.638,16.922,12.176,8.847
348.44053,0.033321165,57712,9213,788,22.60885,22.05336,21.33527,21.22891,20.5214,GALAXY,1.029517,16.733,16.373,12.724,9.121
348.14757,0.15545025,57712,9213,674,24.58928,23.23538,22.86968,21.84916,20.87503,GALAXY,1.14211,15.231,14.991,12.225,8.278
347.84501,0.033855549,57712,9213,636,23.44015,22.93835,22.22853,21.9094,21.18954,GALAXY,1.064152,16.64,15.551,12.187,9.01
347.65966,-0.013774114,57712,9213,590,24.95653,22.11724,21.68033,21.52925,21.00604,GALAXY,1.035224,16.933,16.041,12.542,9.038
347.18721,0.095034075,57684,9214,908,23.52969,22.78955,22.05571,21.58006,21.43773,GALAXY,1.023508,16.788,16.145,12.507,8.798
348.19792,20.891867,56980,7610,283,24.57071,23.89224,22.2942,21.18257,20.09387,GALAXY,1.001745,16.571,16.315,12.741,9.231
348.65076,18.980108,56946,7611,977,22.97152,23.04327,21.43831,20.26317,19.50257,GALAXY,1.210382,15.578,15.323,12.615,9.207
348.86956,20.046736,56980,7610,127,25.31449,24.94941,22.86133,21.35256,20.21186,GALAXY,1.106629,16.408,15.974,12.746,9.074
349.05779,-1.9842749,57712,9213,122,24.71886,23.3214,22.10542,22.48752,20.87804,GALAXY,1.072622,16.652,15.86,12.198,9.002
349.13378,-1.9828679,57712,9213,94,23.3819,22.73598,23.0515,22.0742,20.79402,GALAXY,1.142022,16.334,15.652,11.992,8.435
349.22177,-1.4507386,57712,9213,67,22.17125,22.14293,20.77888,19.80504,19.33154,GALAXY,1.023631,16.882,16.263,12.118,9.012
349.57277,-1.1641337,57712,9213,34,22.96042,23.30517,22.3377,21.91673,21.48938,GALAXY,1.105054,17.087,16.304,12.643,8.747
350.05401,-0.87970328,57715,9212,738,24.32467,23.01168,21.88611,21.69717,21.07148,GALAXY,1.269101,16.113,15.789,12.238,8.96
349.68555,-0.78115735,57712,9213,992,24.00699,22.91211,22.93509,22.9524,22.78131,GALAXY,1.422439,17.337,16.774,12.49,8.909
349.47342,-0.94024458,57712,9213,39,24.50493,22.91516,21.91593,21.53446,21.16217,GALAXY,1.007929,16.665,16.191,12.616,8.462
349.04697,-0.78656262,57712,9213,938,22.28373,21.94184,21.32003,21.40442,19.96814,GALAXY,1.123996,16.508,15.756,12.635,9.078
348.8043,-0.48152358,57712,9213,888,22.63212,22.99043,22.85784,21.85069,21.8423,GALAXY,1.105285,16.964,16.843,12.647,8.729
349.19488,-0.42699578,57712,9213,923,23.20745,22.87801,22.3461,21.89939,21.06,GALAXY,1.081587,16.649,15.784,12.613,8.795
349.4844,-0.25367082,57712,9213,960,22.5731,23.40687,23.32998,21.2292,21.24333,GALAXY,1.062831,16.713,16.686,12.609,8.977
350.0553,-0.21057519,57715,9212,758,22.95975,22.63726,22.1542,21.38531,20.66526,GALAXY,1.148779,16.77,15.927,12.04,8.619
350.14465,0.0078896009,57715,9212,785,23.7994,23.05577,22.51966,21.31065,21.06605,GALAXY,1.095181,16.578,16.139,12.656,9.104
189.48192,38.651451,57424,8836,461,23.631,22.0254,21.67897,21.65109,21.13776,GALAXY,1.653785,17.112,16.655,12.976,9.294
189.17459,39.084065,57424,8836,495,25.0782,23.14511,21.96084,20.66323,19.7519,GALAXY,1.413929,16.045,16.307,12.882,9.206
189.40939,38.935937,57424,8836,494,22.35465,22.1338,21.80912,21.48045,21.24247,GALAXY,1.28246,17.336,16.396,12.37,9.169
189.79142,39.131387,57427,8835,35,22.73194,22.45601,21.67323,20.68467,19.78044,GALAXY,1.816094,15.29,14.672,12.783,9.123
189.03668,39.562173,57427,8835,931,24.17087,23.26593,23.03364,21.14349,19.92051,GALAXY,1.005644,15.724,15.362,12.731,8.815
190.94758,37.836561,57424,8836,222,21.95851,21.88492,21.68761,21.48914,21.17916,GALAXY,1.128615,16.639,15.877,12.348,8.854
191.97508,38.543981,57424,8836,97,22.61233,21.74288,21.43248,20.84016,20.50425,GALAXY,1.453864,16.973,17.166,12.438,9.265
349.46603,-0.020473694,57712,9213,956,22.96699,22.34629,21.89664,21.64599,21.10851,GALAXY,1.224074,16.909,15.863,12.406,8.913
351.50457,-0.81012091,57715,9212,999,22.50901,22.51679,21.8409,21.69298,20.96902,GALAXY,1.15507,15.986,15.383,12.255,8.348
350.21891,-0.83939344,57715,9212,813,24.48984,23.02757,22.73788,22.6728,22.34238,GALAXY,1.106532,16.427,15.785,12.003,8.709
215.34841,45.773284,57481,8495,477,22.75364,23.10601,21.4091,20.18044,19.52431,GALAXY,1.226141,16.085,15.692,13.055,9.442
215.91852,45.645939,57481,8495,414,23.36836,21.58958,20.91764,20.49375,20.04821,GALAXY,1.661838,16.449,15.539,12.232,8.815
215.37956,46.030377,57481,8495,576,21.3912,21.43246,21.54051,21.30953,21.33375,GALAXY,1.196539,17.408,17.104,13.103,8.967
214.62304,46.051308,57481,8495,509,21.44409,21.06378,20.96276,20.86087,20.52417,GALAXY,1.833778,16.699,16.017,12.868,8.932
216.35903,45.824334,57481,8495,337,26.6811,24.00253,22.62207,21.19008,19.87634,GALAXY,1.158453,16.152,15.779,12.706,8.774
216.60335,45.876826,57481,8495,279,25.19059,23.51877,22.79031,21.29171,19.76992,GALAXY,1.032982,16.168,15.748,12.701,9.494
174.84636,45.857511,56781,7398,117,24.27179,22.36016,21.52576,20.79384,19.95621,GALAXY,1.008355,16.053,16.512,13.036,9.14
216.95393,52.966972,56388,6931,9,22.40676,22.42353,21.81197,21.76305,21.08792,GALAXY,1.19128,17.372,16.138,12.546,9.46
229.20375,47.919359,58174,8514,624,22.25115,22.34044,21.88713,21.8717,21.46988,GALAXY,1.232926,16.777,15.946,12.85,9.831
231.60757,43.702904,58192,8515,176,21.95642,21.41479,21.29058,20.8824,20.34905,GALAXY,1.065749,15.949,15.749,13.508,9.217
231.4003,47.166744,58174,8514,969,22.2905,21.81232,21.70649,21.39362,21.81785,GALAXY,1.184164,16.537,16.051,12.605,9.295
232.40357,43.965114,58192,8515,65,23.18871,24.2674,21.84823,20.72532,19.82723,GALAXY,1.372937,15.898,15.615,13.11,9.833
234.9167,40.038609,57842,8513,503,27.16506,22.65665,21.81076,20.30661,19.21122,GALAXY,1.000238,16.09,15.981,13.436,9.432
235.28407,42.527404,57903,8512,700,22.21257,21.83321,21.61775,21.49113,20.73275,GALAXY,1.227483,18.025,17.203,13.407,9.331
235.59583,42.902438,57903,8512,761,22.17754,23.36123,21.82842,20.75333,19.96101,GALAXY,1.036175,15.967,15.787,13.513,9.813
327.15562,25.245201,57297,7639,793,22.58457,24.83922,21.85378,20.17337,19.41716,GALAXY,1.515086,15.521,15.178,12.702,9.18
327.18343,25.502778,57297,7639,789,25.29638,23.20503,21.64008,20.44309,19.72717,GALAXY,1.515828,16.097,16.476,12.779,8.853
328.4633,-0.31620083,58037,9232,513,22.83362,23.04193,22.78967,22.54112,21.80856,GALAXY,1.408808,16.673,15.718,11.923,8.91
328.92821,0.014223728,58037,9232,509,25.28445,22.78388,22.60186,21.77402,21.92643,GALAXY,1.628133,16.288,15.297,12.638,8.573
328.98443,0.17242604,58037,9232,511,24.02856,23.46663,22.07101,21.72289,21.67738,GALAXY,1.087612,16.603,16.295,12.319,9.024
328.79959,25.520489,57311,7640,609,22.87544,25.19178,22.7518,21.34284,19.67852,GALAXY,1.013839,15.588,15.547,12.76,9.147
330.1799,-1.0169922,58037,9234,537,25.38677,22.8576,23.81959,22.95477,21.62669,GALAXY,1.301434,17.056,16.538,12.572,8.922
329.71937,-0.8029552,58037,9232,732,22.12642,21.98034,21.24402,20.81726,20.34618,GALAXY,1.057608,16.313,15.641,12.37,8.464
329.73987,-0.8419807,58037,9232,733,22.47435,22.19052,20.70118,20.48659,22.67874,GALAXY,1.111994,16.89,16.213,12.013,8.938
329.64143,-0.86944917,58037,9232,717,22.55339,22.95943,22.68681,21.5463,20.93586,GALAXY,1.024284,16.992,16.22,12.498,8.893
329.48697,-0.69485298,58037,9232,664,22.7837,22.98641,22.61193,22.18632,21.2174,GALAXY,1.420594,16.61,15.639,12.412,8.831
329.5681,-0.57203145,58037,9232,703,25.24894,22.27872,22.03396,21.81805,21.0409,GALAXY,1.203374,17.296,16.339,12.046,8.773
330.02552,-0.3241281,58037,9232,778,23.73434,23.28304,22.17574,22.00828,20.90544,GALAXY,1.322002,16.43,15.468,12.611,8.9
330.49749,-0.37436137,58037,9234,555,23.47183,22.86996,22.51602,22.37498,21.51569,GALAXY,1.117806,16.213,16.242,12.645,9.016
330.37922,-0.35254708,58037,9232,890,24.89062,23.14777,22.89966,22.7554,21.53851,GALAXY,1.241821,16.757,16.015,12.446,9.023
330.26479,0.1144608,58037,9232,812,24.13252,23.14557,22.89302,22.41243,21.27621,GALAXY,1.299443,16.931,15.813,12.492,8.919
330.27958,0.015671909,58037,9232,815,22.0657,22.2457,21.58193,21.32965,21.02353,GALAXY,1.243759,17.203,15.867,11.982,9.021
28.808676,29.426361,57728,7736,768,21.08121,20.62676,20.13315,19.65928,19.29382,GALAXY,1.961555,14.291,13.797,11.742,8.7
329.59739,25.13356,57311,7640,811,26.0729,23.48927,21.98075,20.6653,19.89786,GALAXY,1.534319,16.008,16.198,12.253,9.193
331.56438,-1.6746632,58037,9234,251,22.60693,23.66673,22.75288,22.36418,21.77948,GALAXY,1.145007,15.65,15.215,12.227,8.966
331.75272,-1.7598101,58037,9234,211,23.74153,23.41043,22.49136,22.10327,22.11721,GALAXY,1.247027,16.418,15.555,11.751,8.325
332.00459,-1.8637878,58037,9234,105,24.35333,22.70387,22.62172,21.84806,22.22343,GALAXY,1.220365,16.477,15.593,12.476,8.919
331.22633,-1.328416,58037,9234,309,23.90218,21.86286,21.36444,21.37104,20.30119,GALAXY,1.050962,17.155,16.74,12.436,9.042
331.56952,-1.1371992,58037,9234,240,22.3861,22.14581,21.6911,21.31588,20.90265,GALAXY,1.245173,16.254,15.234,12.285,8.775
29.000125,32.514529,58136,7735,307,21.45315,21.14091,20.87234,20.60904,20.71997,GALAXY,1.086059,16.671,15.361,11.816,8.283
28.486576,32.255502,58136,7735,420,21.05013,20.34727,20.40301,20.07763,20.03946,GALAXY,1.166515,15.956,14.925,11.937,8.542
28.710636,31.924572,58136,7735,371,22.21718,21.38286,21.10543,21.12296,21.06763,GALAXY,1.68511,17.11,16.291,12.561,9.177
331.80673,-1.1964844,58037,9234,189,24.39141,22.7684,23.40888,23.33862,22.81188,GALAXY,1.319249,16.727,16.096,12.005,9.047
331.77216,-1.2755378,58037,9234,190,24.49529,23.09956,22.53205,22.01433,21.32965,GALAXY,1.122725,16.857,16.221,12.303,8.344
330.61122,-0.58448519,58037,9234,610,22.10726,22.59069,21.96705,21.03796,20.1646,GALAXY,1.081882,16.487,16.488,12.001,8.859
331.88171,-0.41721533,58037,9234,833,23.578,22.82023,22.21632,22.41088,21.00472,GALAXY,1.06762,16.971,16.76,12.343,8.473
331.74433,-0.41451419,58037,9234,799,23.23234,22.41817,22.81396,22.29055,20.7413,GALAXY,1.028716,17.015,16.402,12.538,8.934
28.180287,29.204052,57728,7736,397,27.59612,22.97613,22.22541,20.71805,19.63186,GALAXY,1.072756,16.387,16.171,12.809,8.837
331.33696,0.017206633,58021,9235,247,25.07332,22.54423,21.84768,22.10838,21.60938,GALAXY,1.263308,17.042,16.235,12.03,9.015
330.52941,-0.14774662,58037,9234,546,24.14016,22.00985,21.56438,20.6845,19.94374,GALAXY,1.446271,15.846,15.293,12.167,8.985
330.5906,0.061887069,58021,9235,405,22.95947,22.95038,22.26906,22.01191,21.66213,GALAXY,1.008895,16.865,16.057,12.061,8.983
330.78716,0.36654948,58021,9235,371,24.50718,23.16568,22.94561,22.391,21.90899,GALAXY,1.003541,16.14,15.845,12.502,8.986
330.88784,0.3474531,58021,9235,375,22.5823,22.38316,22.19107,21.73602,21.73318,GALAXY,1.320398,16.299,16.103,12.51,8.142
331.0901,0.44890235,58021,9235,298,23.23342,22.73751,22.0207,21.71146,21.43587,GALAXY,1.090102,17.163,16.624,12.399,8.476
331.43381,0.18870526,58037,9234,754,24.98347,22.79308,22.82454,21.71483,21.49855,GALAXY,1.0194,17.015,16.84,11.606,8.881
331.74418,0.49160638,58021,9235,144,23.36606,23.38613,22.69225,22.4588,21.06235,GALAXY,1.430604,16.491,16.152,11.793,8.616
331.33939,0.74317619,58021,9235,227,22.41168,22.18988,21.97834,21.5177,21.51678,GALAXY,1.02721,17.378,16.202,12.475,8.437
331.57353,0.91252713,58021,9235,194,22.89573,22.28547,21.65759,21.14769,20.76388,GALAXY,1.019558,16.66,16.058,12.646,8.909
331.58839,0.79254793,58021,9235,192,22.95504,22.64811,22.13449,21.75212,21.45608,GALAXY,1.018388,16.934,15.889,12.688,8.961
331.30254,0.87711119,58021,9235,236,23.52283,22.31115,22.01519,21.49205,20.78064,GALAXY,1.092704,16.552,15.993,12.55,8.95
330.82245,0.94522385,58021,9235,398,23.82794,23.23346,22.53391,22.22873,21.9234,GALAXY,1.004172,17.442,16.291,12.741,9.119
330.77537,1.2363831,58021,9235,616,25.97618,24.89023,23.33224,22.59326,22.00609,GALAXY,1.142715,16.947,16.05,12.2,8.663
320.10278,1.1615782,57927,9223,728,22.31925,22.75988,22.02311,21.68767,21.37162,GALAXY,1.15761,16.468,16.152,12.256,9.091
320.23001,1.1293953,57927,9223,725,24.75362,22.56155,22.10744,21.42518,20.8439,GALAXY,1.178143,16.932,16.157,12.451,8.699
320.29946,1.0484505,57927,9223,772,23.51815,22.00288,21.60017,20.95244,20.31011,GALAXY,1.00026,16.935,16.283,12.059,8.967
320.53059,1.5292337,57927,9223,830,21.75026,21.89128,21.6018,21.26492,20.6632,GALAXY,1.164701,15.414,13.968,10.748,8.223
320.50498,1.6184277,57927,9223,825,23.48148,23.97323,22.71103,21.99818,21.17274,GALAXY,1.237485,16.448,15.962,12.332,9.012
321.32413,1.7461981,58013,9225,629,22.77115,22.45506,22.85545,21.61587,20.78039,GALAXY,1.166619,16.258,15.615,12.704,8.99
321.18173,1.8017595,57927,9223,880,22.72275,22.74257,22.46002,21.4758,20.94026,GALAXY,1.025894,17.225,16.465,12.891,8.796
322.29476,-1.8336248,57933,9224,401,22.42028,22.65848,21.75275,21.95487,20.78692,GALAXY,1.091453,16.851,16.211,12.614,8.965
322.27737,-1.7265544,57933,9224,415,23.50633,23.12625,22.53138,22.25325,20.85275,GALAXY,1.057846,17.17,16.9,12.602,9.057
322.42032,-1.6512212,57933,9224,380,24.25454,22.63534,22.17358,22.52456,21.49999,GALAXY,1.10927,16.559,16.229,12.287,8.399
321.93463,-1.4354943,57933,9224,462,24.2174,22.63808,21.92842,21.33839,20.82534,GALAXY,1.002827,16.943,16.029,12.334,9.094
322.08974,-0.96143161,57680,9222,860,23.80574,23.32362,22.58622,22.4205,23.41627,GALAXY,1.341853,16.296,15.954,12.186,8.293
322.32589,-0.77737086,57680,9222,931,22.67762,22.74029,22.01385,22.15883,21.1438,GALAXY,1.169357,17.415,17.004,12.541,9.217
321.45025,-0.85483178,57680,9222,736,22.53217,22.45919,21.76273,21.71335,20.68836,GALAXY,1.045317,17.024,15.469,11.419,8.535
322.47818,-0.6315992,57680,9222,923,23.73211,23.47562,22.79702,22.96722,21.70992,GALAXY,1.506745,17.032,16.64,12.578,8.572
321.68768,-0.22784385,58013,9225,230,21.88557,22.40792,21.57882,21.33991,20.39355,GALAXY,1.785125,16.734,15.955,12.17,9.273
322.52329,-0.30480843,57933,9224,611,22.7984,22.70197,22.16905,22.13004,21.0604,GALAXY,1.213577,16.62,15.593,12.736,8.776
322.81068,-0.42714402,57680,9222,982,22.46218,22.88119,21.90482,21.6355,20.99753,GALAXY,1.016183,16.609,16.335,12.441,8.922
322.64357,0.06104484,57933,9224,637,24.46717,22.84197,22.16094,22.09007,21.7983,GALAXY,1.365203,16.699,15.939,12.205,8.421
321.76124,0.36225699,58013,9225,286,25.36777,23.82855,22.65684,21.71746,21.70728,GALAXY,1.043289,16.475,15.757,12.6,9.038
322.48622,0.46180107,57933,9224,581,23.05913,22.65672,22.10027,21.63819,20.88442,GALAXY,1.963377,17.11,16.06,12.395,8.941
322.69346,0.29345967,58013,9225,90,23.81935,23.18337,23.13343,22.00522,22.86011,GALAXY,1.142219,17.065,16.316,12.619,8.736
321.64062,0.74314895,57927,9223,16,23.53937,23.39043,22.36641,22.69824,21.59426,GALAXY,1.241247,16.636,16.816,12.498,9.143
322.08161,0.86312502,58013,9225,216,23.68004,22.63305,22.74738,22.47156,22.09344,GALAXY,1.382402,17.028,16.412,12.602,8.486
321.83868,1.1817714,57927,9223,1000,22.64844,21.49724,21.18782,20.82986,20.02319,GALAXY,1.112574,16.789,16.513,12.615,8.897
321.54722,1.9104679,57927,9223,909,24.55975,23.08871,22.33223,21.76067,20.98441,GALAXY,1.054774,16.712,16.77,12.215,9.324
323.38646,-1.9727549,57933,9224,201,24.73821,23.86592,23.63721,21.91817,22.12466,GALAXY,1.13228,17.062,16.504,12.549,8.908
323.45935,-1.8874538,57933,9224,166,23.36618,22.63011,21.89453,21.39493,20.98582,GALAXY,1.018811,16.611,16.511,12.018,8.93
324.37948,-1.5420333,57933,9224,56,23.73207,22.93509,22.53928,21.47277,20.67377,GALAXY,1.232685,16.728,15.753,12.255,8.983
323.71598,-1.2394515,57933,9224,147,24.37236,22.36167,23.87934,22.61797,22.48516,GALAXY,1.818824,16.586,16.175,12.663,9.008
323.61325,-1.1089807,57933,9224,196,25.80716,23.57626,22.22655,21.70417,20.69729,GALAXY,1.756997,17.017,16.66,12.315,8.794
324.18993,-1.3508118,57933,9224,64,23.09404,22.68538,21.88587,22.03777,21.38916,GALAXY,1.089349,17.391,16.634,12.788,9.164
324.28307,-0.94846632,57933,9224,40,24.42349,23.0021,22.41615,21.89519,22.60616,GALAXY,1.295554,17.149,16.281,12.872,9.261
324.00542,-0.59408253,57933,9224,936,23.52178,22.72032,22.26443,21.48611,20.86958,GALAXY,1.21641,16.992,16.868,12.441,8.716
324.14235,-0.75491736,57933,9224,930,23.15758,22.93301,22.06872,21.89434,21.04948,GALAXY,1.090039,16.84,16.353,12.163,8.788
323.33529,-0.45669155,57933,9224,818,23.21185,22.579,21.78954,21.6648,21.15615,GALAXY,1.05757,17.076,16.72,12.137,9.066
323.93091,-0.25709119,57933,9224,900,23.22094,22.86192,21.93542,21.64859,21.47626,GALAXY,1.010727,16.83,16.321,12.597,8.981
324.39446,-0.098943946,57933,9224,971,22.46245,22.55723,21.44895,21.86636,21.23355,GALAXY,1.155221,16.671,16.133,12.026,9.037
323.52544,0.019402049,57933,9224,879,23.1134,24.0036,22.13118,21.68693,21.30166,GALAXY,1.033074,16.922,16.525,12.48,8.829
331.58708,0.41132627,55481,4199,769,22.67981,22.00317,20.64622,19.84868,19.64985,GALAXY,1.036802,15.774,15.548,11.761,8.844
333.23176,-1.0794247,55499,4200,241,21.73652,22.20293,21.03707,20.04987,19.84057,GALAXY,1.142638,16.2,16.085,12.564,8.847
333.68255,4.4064158,55508,4318,881,24.5311,23.19778,21.17555,20.19243,19.67188,GALAXY,1.041508,15.7,15.579,12.619,8.427
334.0008,-0.91824429,55499,4200,3,25.97707,22.04046,20.82228,19.98561,19.49248,GALAXY,1.663477,15.912,15.552,11.714,8.894
334.91479,1.5833649,55504,4321,5,23.22255,22.03988,20.80045,20.02637,19.6464,GALAXY,1.62587,16.101,15.54,12.541,9.013
213.80135,46.458377,57432,8500,794,22.10137,21.59167,21.22941,20.73077,20.22676,GALAXY,1.157068,16.4,15.595,12.865,9.212
213.33047,46.433542,57432,8500,711,21.68653,21.68919,21.89174,22.12607,21.59025,GALAXY,1.901216,16.909,16.909,13.135,9.398
213.75124,46.643323,57432,8500,745,22.20048,22.24991,21.73069,21.65848,21.61983,GALAXY,1.940548,17.567,16.839,13.101,9.413
215.04464,45.055933,57432,8500,25,24.32831,23.46411,21.47051,20.45422,19.58336,GALAXY,1.144162,16.626,16.175,13.15,9.174
214.51932,45.901493,57432,8500,931,25.26023,23.06972,21.71071,20.72109,19.92407,GALAXY,1.545027,16.644,16.536,12.756,9.493
215.25243,45.941724,57432,8500,987,24.56539,23.30555,21.57941,20.22413,19.52225,GALAXY,1.238963,15.751,15.908,12.942,9.256
222.02453,40.378726,57105,8498,779,26.13709,23.79101,23.02919,21.63487,19.76444,GALAXY,1.063691,15.957,15.874,12.876,9.611
240.01781,51.887846,57544,8066,376,21.95555,21.82539,21.43177,21.19106,21.24695,GALAXY,1.665412,17.645,16.826,13.816,9.714
259.7291,33.341843,58402,10904,993,25.26472,23.73939,21.82519,20.56464,19.5673,GALAXY,1.651765,16.516,16.562,12.28,9.521
259.19744,33.460091,58402,10904,961,24.1736,23.67168,21.31091,20.08729,19.4134,GALAXY,1.268564,15.526,15.833,13.111,9.447
258.66064,33.179076,58402,10904,856,23.46651,21.53041,21.35014,21.26241,21.12438,GALAXY,1.513901,15.943,15.845,13.02,9.536
258.89014,33.260612,58402,10904,929,22.72453,23.43942,21.97897,20.61812,19.19741,GALAXY,1.068472,15.86,15.479,12.757,8.892
357.09585,0.12900398,57684,9199,380,22.88746,22.82223,22.10405,21.22313,20.54845,GALAXY,1.001364,16.619,16.053,12.409,8.447
356.75444,-0.13476949,57684,9199,446,25.09119,23.00898,22.59573,21.55898,21.43705,GALAXY,1.03244,16.691,15.884,12.252,7.964
356.29253,-0.078927848,57716,9200,57,22.85188,22.46309,21.78833,21.31579,20.89771,GALAXY,1.116111,16.665,15.87,11.788,8.616
356.70907,0.4183428,57684,9199,467,24.07099,22.37139,21.66048,21.90365,20.40902,GALAXY,1.120702,16.727,16.582,12.181,8.475
356.59757,0.27999811,57716,9200,82,22.47553,22.1945,21.76804,21.45588,20.91806,GALAXY,1.142745,17.093,16.584,12.326,8.943
357.12153,0.3127141,57684,9199,400,23.63979,23.00391,22.36973,21.88239,21.44436,GALAXY,1.004455,17.067,16.723,11.804,8.65
357.15705,0.37579875,57684,9199,394,25.84862,23.04585,22.16867,21.68711,21.70861,GALAXY,1.001549,16.596,16.183,12.015,8.405
357.53225,0.32284956,57684,9199,265,22.33419,22.49761,21.97081,21.71414,21.20988,GALAXY,1.277984,16.21,15.523,12.139,8.318
357.53724,0.66224633,57684,9199,238,22.36915,22.61801,21.59135,21.04407,20.9306,GALAXY,1.06328,16.852,16.407,12.236,8.978
356.87302,0.61060602,57684,9199,382,22.74575,22.92219,22.29829,21.62997,20.85862,GALAXY,1.005201,17.02,16.318,12.184,8.867
356.736,0.62641522,57716,9200,64,23.53836,22.6891,22.14652,21.60099,21.05169,GALAXY,1.004511,17.056,16.632,12.533,8.978
357.49353,1.0426805,57684,9199,733,22.22614,21.88971,20.97178,20.77384,19.771,GALAXY,1.121017,16.175,15.917,12.421,8.887
357.18256,0.94636683,57684,9199,695,24.64719,22.78033,22.37528,21.54249,21.20359,GALAXY,1.009923,16.526,15.727,12.381,8.823
357.02139,0.880132,57716,9200,74,21.60256,22.07598,21.58208,20.47021,19.74288,GALAXY,1.101799,16.395,15.85,12.255,8.832
356.52915,1.0217764,57684,9199,527,22.33158,22.56636,22.88828,21.6746,21.31342,GALAXY,1.01236,16.617,16.545,11.867,9.157
356.37187,1.1044489,57684,9199,513,23.44269,23.29875,22.05033,21.99246,21.39384,GALAXY,1.277777,16.537,15.631,12.184,8.885
356.75788,1.1562539,57684,9199,579,21.37328,22.34181,22.03149,20.50541,19.82487,GALAXY,1.562982,16.638,16.094,12.106,8.725
357.47841,1.4622852,57684,9199,724,23.44464,23.41979,21.89627,21.50123,20.74836,GALAXY,1.106393,15.903,14.904,11.939,8.884
357.48971,1.6670906,57684,9199,719,22.29165,22.33743,21.98456,21.12707,20.64177,GALAXY,1.142549,17.328,16.461,12.612,9.046
215.92686,52.924892,56397,6932,116,23.08674,22.71452,22.7687,22.2991,22.871,GALAXY,1.254743,15.725,15.547,13.271,9.582
357.18903,1.3750197,57684,9199,684,23.46804,23.12957,23.02134,21.80116,21.16609,GALAXY,1.182374,16.673,15.993,12.499,8.662
357.41702,1.4676177,57684,9199,722,23.84421,22.66942,22.01813,21.46513,21.05402,GALAXY,1.104965,16.689,16.235,12.551,8.988
357.44002,1.4227564,57684,9199,725,22.29448,22.52062,22.13083,21.42017,20.67714,GALAXY,1.00483,16.97,16.516,12.394,8.789
215.27968,54.601116,56397,6932,832,22.83831,23.57789,21.56942,21.62547,20.81649,GALAXY,1.180617,16.468,15.759,13.298,9.135
215.63325,54.463802,56388,6931,864,22.12136,22.54282,22.26262,21.08685,19.74507,GALAXY,1.042559,16.507,15.97,12.676,8.948
215.4438,54.557865,56397,6932,824,22.94715,22.33377,22.25385,21.61312,20.64873,GALAXY,1.140818,17.135,16.979,12.61,9.585
215.62558,54.441387,56388,6931,866,22.67543,22.63138,23.03884,22.94822,21.35888,GALAXY,1.143307,17.214,16.588,12.877,9.642
214.92235,54.513519,56398,6933,784,24.07021,22.99476,22.0273,22.16614,21.41205,GALAXY,1.219164,16.499,16.025,12.629,9.559
214.83388,54.676853,56388,6931,742,23.2665,21.85975,21.70475,21.20056,20.73762,GALAXY,1.184073,17.868,17.273,12.748,9.625
213.82561,54.564426,56388,6931,582,22.52593,22.25142,22.2289,21.03747,21.05804,GALAXY,1.003198,16.066,15.862,12.599,8.88
214.11806,54.594276,56398,6933,621,23.10318,22.02148,21.65698,21.20017,20.24092,GALAXY,1.096868,16.483,16.202,13.156,9.511
215.07567,51.920982,56397,6932,207,23.00742,21.98759,22.16956,21.9424,21.37252,GALAXY,1.519387,17.126,15.904,12.242,9.214
215.49713,51.910358,56388,6931,167,21.83702,21.98412,21.81402,21.79592,21.58597,GALAXY,1.285991,17.393,16.643,12.954,9.36
356.8296,1.5000674,57684,9199,595,22.82941,22.48405,21.83555,21.06165,20.40671,GALAXY,1.040688,16.097,14.998,11.988,8.956
358.46542,1.721224,57713,9198,633,26.16688,21.44707,20.97058,20.27186,19.97439,GALAXY,1.057109,16.892,16.311,12.095,8.98
356.87039,1.9131924,57684,9199,586,23.15896,21.27949,21.49752,20.66027,19.42736,GALAXY,1.071622,17.055,15.825,12.354,8.972
357.18007,1.782775,57684,9199,668,23.11157,22.65909,22.51749,21.87827,21.56171,GALAXY,1.266699,16.624,16.852,11.985,9.037
359.19879,-0.71952181,57713,9198,201,22.62114,22.45201,22.14955,21.31533,20.72455,GALAXY,1.003121,16.596,15.963,11.92,9.006
358.69362,-0.65727307,57713,9198,323,23.51036,23.37468,22.15217,20.7505,21.58907,GALAXY,1.015661,15.767,15.189,11.321,8.524
